Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,BB_Mid,BB_Upper,BB_Lower,Daily_Return
2019-10-31,1953.969970703125,1967.141973984149,1925.8612616638159,1937.0531241589565,4879261,1771.9866333007812,1801.7308178710937,91.33587224965471,34.16291534604352,1771.9866333007812,1930.8735578531773,1613.0997087483852,0.007479249709735347
2019-11-01,1894.7822265625,1958.5759265286326,1889.702926914439,1949.105889081681,4172620,1780.0037963867187,1803.1669970703124,80.27680116300994,36.39106635841608,1780.0037963867187,1946.8932602837117,1613.1143324897257,-0.03029102034732223
2019-11-04,1888.798828125,1919.1459919952802,1877.5638786128789,1900.0337776371211,2646411,1787.7091674804688,1804.5188696289063,77.2289814384302,37.244747574138955,1787.7091674804688,1959.9349274379063,1615.4834075230312,-0.003157829091713138
2019-11-05,1895.600341796875,1903.4776073876083,1867.3192810600283,1891.4248319450817,2693475,1794.9505004882812,1805.6068212890625,76.760861038591,38.03171545687337,1794.9505004882812,1972.72662887979,1617.1743720967725,0.003600973047313216
2019-11-06,1884.106689453125,1903.305077011819,1875.9280220783,1894.0071815384397,2540719,1802.9495971679687,1806.4741650390624,73.64755909564514,37.2980033209742,1802.9495971679687,1981.7017043458782,1624.1974899900592,-0.00606333101462464
2019-11-07,1881.3948974609375,1897.8812849715914,1872.6565109549654,1897.8812849715914,1915598,1811.9750183105468,1806.785458984375,70.90999796836877,36.0817838724347,1811.9750183105468,1987.2228847369038,1636.7271518841899,-0.0014392985319608975
2019-11-08,1833.7000732421875,1885.0536169802108,1828.5776872003692,1885.0536169802108,2788759,1819.274560546875,1805.6090356445313,59.11594321076191,30.913001644619726,1819.274560546875,1984.610228634513,1653.9388924592367,-0.025350777916490208
2019-11-11,1808.73388671875,1841.4916459734836,1800.1678502714137,1838.0479963316445,2983768,1826.0667358398437,1803.4516772460938,55.88126197023808,24.519496397087323,1826.0667358398437,1976.5785292313756,1675.5549424483117,-0.01361519633867625
2019-11-13,1875.5838623046875,1880.0605648042574,1823.412486134996,1823.412486134996,3823365,1834.7637329101562,1803.3015380859374,61.29735967233823,24.563676988957468,1834.7637329101562,1974.7364396758635,1694.791026144449,0.036959541741771185
2019-11-14,1891.2528076171875,1894.0076858507687,1848.121003061364,1883.2462785447983,2995915,1843.5579650878906,1803.4184643554688,61.79856232527449,25.568307825306647,1843.5579650878906,1973.7017291948412,1713.41420098094,0.008354169401546319
2019-11-15,1872.0111083984375,1903.907957960588,1867.1039492774248,1890.5638144614295,2724180,1851.007012939453,1803.248232421875,55.31230132414556,24.52908466453664,1851.007012939453,1968.548054418327,1733.465971460579,-0.010174049255209261
2019-11-18,1853.2001953125,1883.4611833890021,1849.8855983577273,1875.411568032383,1611089,1856.2434997558594,1802.26142578125,53.855802624248824,21.93475909679819,1856.2434997558594,1963.4257423150466,1749.0612571966722,-0.010048505055095913
2019-11-19,1815.4925537109375,1854.9652707628038,1812.2210437567185,1853.5448490300307,2975313,1858.4582153320312,1800.655185546875,40.29113399554932,16.64418208153029,1858.4582153320312,1959.9191248770624,1756.997305787,-0.020347311476083707
2019-11-20,1815.27734375,1838.0484404722633,1803.1814794234922,1826.8134887642436,2894129,1860.9182861328125,1799.14904296875,31.288094180936255,12.292298074604332,1860.9182861328125,1955.0705295071637,1766.7660427584613,-0.0001185408116919362
2019-11-21,1823.498779296875,1830.8165352618432,1814.286847758714,1818.2471291779443,2052574,1862.9844848632813,1798.314208984375,29.961724009410005,9.39846018602725,1862.9844848632813,1951.5061010242955,1774.462868702267,0.0045290244904898636
2019-11-22,1783.5521240234375,1813.942372876762,1773.9099474668099,1805.3332491326862,3742049,1862.5411010742187,1796.9801806640626,31.843768219555628,3.8374755485372134,1862.5411010742187,1952.6259229680838,1772.4562791803535,-0.02190659830813846
2019-11-25,1791.9896240234375,1794.9597305347934,1766.7648421433605,1786.0063233328444,2737010,1860.6707946777344,1796.0616015625,34.32330721542863,0.1099237607768373,1860.6707946777344,1955.101490757132,1766.2400985983368,0.0047307280153754405
2019-11-26,1761.9866943359375,1806.108357503192,1752.0001297581002,1799.1781796114253,6561580,1857.6985107421874,1795.0287939453126,29.875605489699737,-5.205171589443125,1857.6985107421874,1960.684152267705,1754.7128692166698,-0.016742803242429716
2019-11-27,1768.5728759765625,1783.5526718186313,1761.9008030256625,1766.5927348705131,2907521,1851.648455810547,1794.4712280273438,32.337622154517746,-8.784708481224243,1851.648455810547,1960.7828215632053,1742.5140900578886,0.003737929271428131
2019-11-28,1788.4166259765625,1803.095015626521,1773.479710361923,1779.5491853880105,2924429,1844.0960754394532,1794.1699291992188,36.493327507522245,-9.906101106053256,1844.0960754394532,1948.4435274493112,1739.7486234295952,0.011220204872271822
2019-11-29,1767.66845703125,1795.002426840451,1761.2547014277209,1795.002426840451,2064271,1834.7809997558593,1793.3181079101562,39.59303379251673,-12.326919618510601,1834.7809997558593,1930.7561624582636,1738.805837053455,-0.011601418061064517
2019-12-02,1739.947509765625,1780.1089998093187,1735.599858955203,1773.480014607003,3809860,1827.0392639160157,1792.3724389648437,39.25219420047485,-16.29445219939157,1827.0392639160157,1927.5096370761762,1726.5688907558551,-0.015682209610834774
2019-12-03,1765.731689453125,1775.2017277680857,1730.4342739155443,1745.6723844401433,4664774,1820.8859069824218,1791.6746875,30.308724773472733,-17.16036849481793,1820.8859069824218,1920.5009600915296,1721.270853873314,0.01481894111332882
2019-12-04,1789.4066162109375,1792.419809935613,1760.9965039497104,1767.4533476454437,3334301,1815.576220703125,1792.0667797851563,32.25318318918758,-15.754635041952497,1815.576220703125,1909.5861282866072,1721.566313119643,0.013407997885083622
2019-12-05,1826.25390625,1830.9889254614143,1780.6686269695872,1793.2809122501324,3902721,1812.6835815429688,1793.8104663085937,42.48767964470881,-11.534351962751543,1812.6835815429688,1901.2155722327889,1724.1515908531487,0.020591904436503272
2019-12-06,1828.234130859375,1832.0220623282846,1808.7774214998713,1828.5784118351864,1829461,1810.0255432128906,1796.4298388671875,45.66135110298017,-7.938450128866407,1810.0255432128906,1892.8816135075715,1727.1694729182097,0.0010843095818156012
2019-12-09,1773.8670654296875,1831.9786574382215,1767.8837657707359,1831.9786574382215,2244747,1807.0338928222657,1797.4752001953125,43.162170356598,-9.36765533455673,1807.0338928222657,1890.6083947629538,1723.4593908815775,-0.029737474272035325
2019-12-10,1732.8876953125,1774.2116001827223,1724.6229563751986,1773.4797404881613,4520045,1803.2415832519532,1796.9642358398437,38.06433632124587,-13.649658677883963,1803.2415832519532,1893.135613166572,1713.3475533373344,-0.023101714280523544
2019-12-11,1757.897216796875,1763.1487619150673,1727.636122057159,1743.6921608537116,4943024,1797.3572509765625,1796.9677807617188,40.93722596225193,-14.853891393385538,1797.3572509765625,1882.5995036845807,1712.1149982685442,0.01443228061000501
2019-12-12,1739.818115234375,1793.840270230622,1708.0504225466625,1765.8177361326907,7137306,1789.7855163574218,1797.1393505859376,43.5696847670366,-17.07031098010725,1789.7855163574218,1866.3738226027447,1713.197210112099,-0.010284504344026724
2019-12-13,1783.1649169921875,1788.4594445008431,1727.851291926769,1741.62589116485,5711133,1785.3432067871095,1797.45123046875,48.82327969846583,-15.154424066173306,1785.3432067871095,1851.4380400390276,1719.2483735351914,0.024914559388854896
2019-12-16,1830.9453125,1838.908751616316,1790.9559764877756,1804.472258140355,5574177,1784.2304626464843,1799.381357421875,58.778992046661415,-9.669131553879424,1784.2304626464843,1846.1314367577029,1722.3294885352657,0.02679527566547657
2019-12-17,1863.8326416015625,1867.3193795752757,1824.27375072384,1830.7305950515554,6059673,1786.6474670410157,1801.9641821289063,61.366182617941355,-2.6378575312578505,1786.6474670410157,1856.8997502890502,1716.3951837929812,0.01796193959319159
2019-12-18,1866.242919921875,1896.9774516326665,1853.544461580808,1871.6236226087676,8251081,1789.1957458496095,1804.2735668945313,59.68915224306124,3.0933093613766687,1789.1957458496095,1867.101170920661,1711.290320778558,0.0012931838763385883
2019-12-19,1919.016845703125,1925.4306011080384,1866.070732594185,1876.6169095955593,6251505,1793.9716491699219,1808.1714086914062,67.45087110367949,11.758174261387694,1793.9716491699219,1890.2711789021982,1697.6721194376455,0.028278165300934743
2019-12-20,1913.7222900390625,1934.2120493387854,1901.1100061334446,1911.2257278914285,5548338,1800.480157470703,1812.428125,71.12943286570112,17.990532072965607,1800.480157470703,1910.44094775992,1690.5193671814861,-0.0027589938441225925
